symbol	name	entrez_id	ensembl_gene_id	uniprot_ids
KAT5	lysine acetyltransferase 5	10524	ENSG00000172977	Q92993
KAT6A	lysine acetyltransferase 6A	7994	ENSG00000083168	Q92794
KAT6A-AS1	KAT6A antisense RNA 1	105379393		
KAT6B	lysine acetyltransferase 6B	23522	ENSG00000156650	Q8WYB5
KAT7	lysine acetyltransferase 7	11143	ENSG00000136504	O95251
KAT7P1	KAT7 pseudogene 1	648927	ENSG00000232842	
KAT8	lysine acetyltransferase 8	84148	ENSG00000103510	Q9H7Z6
KAT14	lysine acetyltransferase 14	57325	ENSG00000149474	Q9H8E8
KATNA1	katanin catalytic subunit A1	11104	ENSG00000186625	O75449
KATNAL1	katanin catalytic subunit A1 like 1	84056	ENSG00000102781	Q9BW62
KATNAL2	katanin catalytic subunit A1 like 2	83473	ENSG00000167216	Q8IYT4
KATNB1	katanin regulatory subunit B1	10300	ENSG00000140854	Q9BVA0
KATNBL1	katanin regulatory subunit B1 like 1	79768	ENSG00000134152	Q9H079
KATNBL1P1	katanin regulatory subunit B1 like 1 pseudogene 1	100420919	ENSG00000271026	
KATNBL1P2	katanin regulatory subunit B1 like 1 pseudogene 2	100130235	ENSG00000232857	
KATNBL1P3	katanin regulatory subunit B1 like 1 pseudogene 3	100420946	ENSG00000235422	
KATNBL1P4	katanin regulatory subunit B1 like 1 pseudogene 4	100128982	ENSG00000249270	
KATNBL1P5	katanin regulatory subunit B1 like 1 pseudogene 5	100420841	ENSG00000271108	
KATNBL1P6	katanin regulatory subunit B1 like 1 pseudogene 6	729176	ENSG00000228283	
KATNIP	katanin interacting protein	23247	ENSG00000047578	O60303
KAZALD1	Kazal type serine peptidase inhibitor domain 1	81621	ENSG00000107821	Q96I82
KAZN	kazrin, periplakin interacting protein	23254	ENSG00000189337	Q674X7
KAZN-AS1	KAZN antisense RNA 1	105376762	ENSG00000234593	
KBTBD2	kelch repeat and BTB domain containing 2	25948	ENSG00000170852	Q8IY47
KBTBD3	kelch repeat and BTB domain containing 3	143879	ENSG00000182359	Q8NAB2
KBTBD4	kelch repeat and BTB domain containing 4	55709	ENSG00000123444	Q9NVX7
KBTBD6	kelch repeat and BTB domain containing 6	89890	ENSG00000165572	Q86V97
KBTBD6-DT	KBTBD6 divergent transcript	101929140	ENSG00000278390	
KBTBD7	kelch repeat and BTB domain containing 7	84078	ENSG00000120696	Q8WVZ9
KBTBD8	kelch repeat and BTB domain containing 8	84541	ENSG00000163376	Q8NFY9
KBTBD11	kelch repeat and BTB domain containing 11	9920	ENSG00000176595	O94819
KBTBD11-AS1	KBTBD11 antisense RNA 1	101928058	ENSG00000253764	
KBTBD11-OT1	KBTBD11 overlapping transcript 1	104266957	ENSG00000253696	
KBTBD12	kelch repeat and BTB domain containing 12	166348	ENSG00000187715	Q3ZCT8
KBTBD13	kelch repeat and BTB domain containing 13	390594	ENSG00000234438	C9JR72
KCMF1	potassium channel modulatory factor 1	56888	ENSG00000176407	Q9P0J7
KCNA1	potassium voltage-gated channel subfamily A member 1	3736	ENSG00000111262	Q09470
KCNA2	potassium voltage-gated channel subfamily A member 2	3737	ENSG00000177301	P16389
KCNA3	potassium voltage-gated channel subfamily A member 3	3738	ENSG00000177272	P22001
KCNA4	potassium voltage-gated channel subfamily A member 4	3739	ENSG00000182255	P22459
KCNA5	potassium voltage-gated channel subfamily A member 5	3741	ENSG00000130037	P22460
KCNA6	potassium voltage-gated channel subfamily A member 6	3742	ENSG00000151079	P17658
KCNA6-AS1	KCNA6 antisense RNA 1		ENSG00000256988	
KCNA7	potassium voltage-gated channel subfamily A member 7	3743	ENSG00000104848	Q96RP8
KCNA10	potassium voltage-gated channel subfamily A member 10	3744	ENSG00000143105	Q16322
KCNAB1	potassium voltage-gated channel subfamily A regulatory beta subunit 1	7881	ENSG00000169282	Q14722
KCNAB1-AS1	KCNAB1 antisense RNA 1	100874084	ENSG00000242370	
KCNAB1-AS2	KCNAB1 antisense RNA 2	100874083	ENSG00000240596	
KCNAB2	potassium voltage-gated channel subfamily A regulatory beta subunit 2	8514	ENSG00000069424	Q13303
KCNAB3	potassium voltage-gated channel subfamily A regulatory beta subunit 3	9196	ENSG00000170049	O43448
KCNB1	potassium voltage-gated channel subfamily B member 1	3745	ENSG00000158445	Q14721
KCNB2	potassium voltage-gated channel subfamily B member 2	9312	ENSG00000182674	Q92953
KCNB2-AS1	KCNB2 antisense RNA 1		ENSG00000253784	
KCNC1	potassium voltage-gated channel subfamily C member 1	3746	ENSG00000129159	P48547
KCNC2	potassium voltage-gated channel subfamily C member 2	3747	ENSG00000166006	Q96PR1
KCNC3	potassium voltage-gated channel subfamily C member 3	3748	ENSG00000131398	Q14003
KCNC4	potassium voltage-gated channel subfamily C member 4	3749	ENSG00000116396	Q03721
KCNC4-DT	KCNC4 divergent transcript	100873974	ENSG00000224965	
KCND1	potassium voltage-gated channel subfamily D member 1	3750	ENSG00000102057	Q9NSA2
KCND2	potassium voltage-gated channel subfamily D member 2	3751	ENSG00000184408	Q9NZV8
KCND3	potassium voltage-gated channel subfamily D member 3	3752	ENSG00000171385	Q9UK17
KCND3-AS1	KCND3 antisense RNA 1	100873995	ENSG00000237556	
KCND3-IT1	KCND3 intronic transcript 1	100874295	ENSG00000232558	
KCNE1	potassium voltage-gated channel subfamily E regulatory subunit 1	3753	ENSG00000180509	P15382
KCNE2	potassium voltage-gated channel subfamily E regulatory subunit 2	9992	ENSG00000159197	Q9Y6J6
KCNE3	potassium voltage-gated channel subfamily E regulatory subunit 3	10008	ENSG00000175538	Q9Y6H6
KCNE4	potassium voltage-gated channel subfamily E regulatory subunit 4	23704	ENSG00000152049	Q8WWG9
KCNE5	potassium voltage-gated channel subfamily E regulatory subunit 5	23630	ENSG00000176076	Q9UJ90
KCNF1	potassium voltage-gated channel modifier subfamily F member 1	3754	ENSG00000162975	Q9H3M0
KCNG1	potassium voltage-gated channel modifier subfamily G member 1	3755	ENSG00000026559	Q9UIX4
KCNG2	potassium voltage-gated channel modifier subfamily G member 2	26251	ENSG00000178342	Q9UJ96
KCNG3	potassium voltage-gated channel modifier subfamily G member 3	170850	ENSG00000171126	Q8TAE7
KCNG4	potassium voltage-gated channel modifier subfamily G member 4	93107	ENSG00000168418	Q8TDN1
KCNH1	potassium voltage-gated channel subfamily H member 1	3756	ENSG00000143473	O95259
KCNH1-IT1	KCNH1 intronic transcript 1	100874296	ENSG00000234233	
KCNH2	potassium voltage-gated channel subfamily H member 2	3757	ENSG00000055118	Q12809
KCNH3	potassium voltage-gated channel subfamily H member 3	23416	ENSG00000135519	Q9ULD8
KCNH4	potassium voltage-gated channel subfamily H member 4	23415	ENSG00000089558	Q9UQ05
KCNH5	potassium voltage-gated channel subfamily H member 5	27133	ENSG00000140015	Q8NCM2
KCNH6	potassium voltage-gated channel subfamily H member 6	81033	ENSG00000173826	Q9H252
KCNH7	potassium voltage-gated channel subfamily H member 7	90134	ENSG00000184611	Q9NS40
KCNH7-AS1	KCNH7 antisense RNA 1	101929570	ENSG00000237750	
KCNH8	potassium voltage-gated channel subfamily H member 8	131096	ENSG00000183960	Q96L42
KCNIP1	potassium voltage-gated channel interacting protein 1	30820	ENSG00000182132	Q9NZI2
KCNIP1-AS1	KCNIP1 antisense RNA 1	105377716	ENSG00000253591	
KCNIP1-AS2	KCNIP1 antisense RNA 2		ENSG00000253858	
KCNIP1-OT1	KCNIP1 overlapping transcript 1	101928033	ENSG00000253647	
KCNIP2	potassium voltage-gated channel interacting protein 2	30819	ENSG00000120049	Q9NS61
KCNIP2-AS1	KCNIP2 antisense RNA 1	100289509	ENSG00000226009	
KCNIP3	potassium voltage-gated channel interacting protein 3	30818	ENSG00000115041	Q9Y2W7
KCNIP4	potassium voltage-gated channel interacting protein 4	80333	ENSG00000185774	Q6PIL6
KCNIP4-IT1	KCNIP4 intronic transcript 1	359822	ENSG00000280650	
KCNJ1	potassium inwardly rectifying channel subfamily J member 1	3758	ENSG00000151704	P48048
KCNJ2	potassium inwardly rectifying channel subfamily J member 2	3759	ENSG00000123700	P63252
KCNJ2-AS1	KCNJ2 antisense RNA 1	400617	ENSG00000267365	
KCNJ3	potassium inwardly rectifying channel subfamily J member 3	3760	ENSG00000162989	P48549
KCNJ4	potassium inwardly rectifying channel subfamily J member 4	3761	ENSG00000168135	P48050
KCNJ5	potassium inwardly rectifying channel subfamily J member 5	3762	ENSG00000120457	P48544
KCNJ5-AS1	KCNJ5 antisense RNA 1	219833	ENSG00000174370	Q8TAV5
KCNJ6	potassium inwardly rectifying channel subfamily J member 6	3763	ENSG00000157542	P48051
KCNJ6-AS1	KCNJ6 antisense RNA 1	105372799	ENSG00000233213	
KCNJ8	potassium inwardly rectifying channel subfamily J member 8	3764	ENSG00000121361	Q15842
KCNJ8-AS1	KCNJ8 antisense RNA 1	105369689	ENSG00000256615	
KCNJ9	potassium inwardly rectifying channel subfamily J member 9	3765	ENSG00000162728	Q92806
KCNJ10	potassium inwardly rectifying channel subfamily J member 10	3766	ENSG00000177807	P78508
KCNJ11	potassium inwardly rectifying channel subfamily J member 11	3767	ENSG00000187486	Q14654
KCNJ12	potassium inwardly rectifying channel subfamily J member 12	3768	ENSG00000184185	Q14500
KCNJ13	potassium inwardly rectifying channel subfamily J member 13	3769	ENSG00000115474	O60928
KCNJ14	potassium inwardly rectifying channel subfamily J member 14	3770	ENSG00000182324	Q9UNX9
KCNJ15	potassium inwardly rectifying channel subfamily J member 15	3772	ENSG00000157551	Q99712
KCNJ16	potassium inwardly rectifying channel subfamily J member 16	3773	ENSG00000153822	Q9NPI9
KCNJ18	potassium inwardly rectifying channel subfamily J member 18	100134444	ENSG00000260458	B7U540
KCNK1	potassium two pore domain channel subfamily K member 1	3775	ENSG00000135750	O00180
KCNK2	potassium two pore domain channel subfamily K member 2	3776	ENSG00000082482	O95069
KCNK3	potassium two pore domain channel subfamily K member 3	3777	ENSG00000171303	O14649
KCNK4	potassium two pore domain channel subfamily K member 4	50801	ENSG00000182450	Q9NYG8
KCNK4-CATSPERZ	KCNK4-CATSPERZ readthrough (NMD candidate)	106780802	ENSG00000257069	
KCNK5	potassium two pore domain channel subfamily K member 5	8645	ENSG00000164626	O95279
KCNK6	potassium two pore domain channel subfamily K member 6	9424	ENSG00000099337	Q9Y257
KCNK7	potassium two pore domain channel subfamily K member 7	10089	ENSG00000173338	Q9Y2U2
KCNK9	potassium two pore domain channel subfamily K member 9	51305	ENSG00000169427	Q9NPC2
KCNK10	potassium two pore domain channel subfamily K member 10	54207	ENSG00000100433	P57789
KCNK10-AS1	KCNK10 antisense RNA 1	105370612	ENSG00000258538	
KCNK12	potassium two pore domain channel subfamily K member 12	56660	ENSG00000184261	Q9HB15
KCNK13	potassium two pore domain channel subfamily K member 13	56659	ENSG00000152315	Q9HB14
KCNK15	potassium two pore domain channel subfamily K member 15	60598	ENSG00000124249	Q9H427
KCNK15-AS1	KCNK15 and WISP2 antisense RNA 1	106144538	ENSG00000244558	
KCNK16	potassium two pore domain channel subfamily K member 16	83795	ENSG00000095981	Q96T55
KCNK17	potassium two pore domain channel subfamily K member 17	89822	ENSG00000124780	Q96T54
KCNK18	potassium two pore domain channel subfamily K member 18	338567	ENSG00000186795	Q7Z418
KCNMA1	potassium calcium-activated channel subfamily M alpha 1	3778	ENSG00000156113	Q12791
KCNMA1-AS1	KCNMA1 antisense RNA 1	101929328	ENSG00000236467	
KCNMA1-AS2	KCNMA1 antisense RNA 2	101929310	ENSG00000225497	
KCNMA1-AS3	KCNMA1 antisense RNA 3	101929286	ENSG00000225652	
KCNMB1	potassium calcium-activated channel subfamily M regulatory beta subunit 1	3779	ENSG00000145936	Q16558
KCNMB2	potassium calcium-activated channel subfamily M regulatory beta subunit 2	10242	ENSG00000197584	Q9Y691
KCNMB2-AS1	KCNMB2 antisense RNA 1	104797538	ENSG00000237978	
KCNMB3	potassium calcium-activated channel subfamily M regulatory beta subunit 3	27094	ENSG00000171121	Q9NPA1
KCNMB3P1	KCNMB3 pseudogene 1	27093	ENSG00000239435	
KCNMB4	potassium calcium-activated channel subfamily M regulatory beta subunit 4	27345	ENSG00000135643	Q86W47
KCNN1	potassium calcium-activated channel subfamily N member 1	3780	ENSG00000105642	Q92952
KCNN2	potassium calcium-activated channel subfamily N member 2	3781	ENSG00000080709	Q9H2S1
KCNN3	potassium calcium-activated channel subfamily N member 3	3782	ENSG00000143603	Q9UGI6
KCNN4	potassium calcium-activated channel subfamily N member 4	3783	ENSG00000104783	O15554
KCNQ1	potassium voltage-gated channel subfamily Q member 1	3784	ENSG00000053918	P51787
KCNQ1-AS1	KCNQ1 antisense RNA 1	338653	ENSG00000229414	
KCNQ1DN	KCNQ1 downstream neighbor	55539	ENSG00000237941	Q9H478
KCNQ1OT1	KCNQ1 opposite strand/antisense transcript 1	10984	ENSG00000269821	
KCNQ2	potassium voltage-gated channel subfamily Q member 2	3785	ENSG00000075043	O43526
KCNQ2-AS1	KCNQ2 antisense RNA 1	105372720	ENSG00000226390	
KCNQ3	potassium voltage-gated channel subfamily Q member 3	3786	ENSG00000184156	O43525
KCNQ4	potassium voltage-gated channel subfamily Q member 4	9132	ENSG00000117013	P56696
KCNQ5	potassium voltage-gated channel subfamily Q member 5	56479	ENSG00000185760	Q9NR82
KCNQ5-AS1	KCNQ5 antisense RNA 1	100873997	ENSG00000229154	
KCNQ5-DT	KCNQ5 divergent transcript	112267960	ENSG00000285844	
KCNQ5-IT1	KCNQ5 intronic transcript 1	100507381	ENSG00000233844	
KCNRG	potassium channel regulator	283518	ENSG00000198553	Q8N5I3
KCNS1	potassium voltage-gated channel modifier subfamily S member 1	3787	ENSG00000124134	Q96KK3
KCNS2	potassium voltage-gated channel modifier subfamily S member 2	3788	ENSG00000156486	Q9ULS6
KCNS3	potassium voltage-gated channel modifier subfamily S member 3	3790	ENSG00000170745	Q9BQ31
KCNT1	potassium sodium-activated channel subfamily T member 1	57582	ENSG00000107147	Q5JUK3
KCNT2	potassium sodium-activated channel subfamily T member 2	343450	ENSG00000162687	Q6UVM3
KCNU1	potassium calcium-activated channel subfamily U member 1	157855	ENSG00000215262	A8MYU2
KCNV1	potassium voltage-gated channel modifier subfamily V member 1	27012	ENSG00000164794	Q6PIU1
KCNV2	potassium voltage-gated channel modifier subfamily V member 2	169522	ENSG00000168263	Q8TDN2
KCP	kielin cysteine rich BMP regulator	375616	ENSG00000135253	Q6ZWJ8
KCTD1	potassium channel tetramerization domain containing 1	284252	ENSG00000134504	Q719H9
KCTD2	potassium channel tetramerization domain containing 2	23510	ENSG00000180901	Q14681
KCTD3	potassium channel tetramerization domain containing 3	51133	ENSG00000136636	Q9Y597
KCTD4	potassium channel tetramerization domain containing 4	386618	ENSG00000180332	Q8WVF5
KCTD5	potassium channel tetramerization domain containing 5	54442	ENSG00000167977	Q9NXV2
KCTD5P1	KCTD5 pseudogene 1	100422094	ENSG00000224232	
KCTD6	potassium channel tetramerization domain containing 6	200845	ENSG00000168301	Q8NC69
KCTD7	potassium channel tetramerization domain containing 7	154881	ENSG00000243335	Q96MP8
KCTD8	potassium channel tetramerization domain containing 8	386617	ENSG00000183783	Q6ZWB6
KCTD9	potassium channel tetramerization domain containing 9	54793	ENSG00000104756	Q7L273
KCTD9P1	potassium channel tetramerization domain containing 9 pseudogene 1	100422273	ENSG00000225014	
KCTD9P2	potassium channel tetramerization domain containing 9 pseudogene 2	643535	ENSG00000181819	
KCTD9P3	potassium channel tetramerization domain containing 9 pseudogene 3	647013	ENSG00000187988	
KCTD9P4	potassium channel tetramerization domain containing 9 pseudogene 4	100422242	ENSG00000214264	
KCTD9P5	potassium channel tetramerization domain containing 9 pseudogene 5	100422179	ENSG00000248216	
KCTD9P6	potassium channel tetramerization domain containing 9 pseudogene 6	642513	ENSG00000229211	
KCTD10	potassium channel tetramerization domain containing 10	83892	ENSG00000110906	Q9H3F6
KCTD10P1	potassium channel tetramerization domain containing 10 pseudogene 1	100422230	ENSG00000224955	
KCTD11	potassium channel tetramerization domain containing 11	147040	ENSG00000213859	Q693B1
KCTD12	potassium channel tetramerization domain containing 12	115207	ENSG00000178695	Q96CX2
KCTD13	potassium channel tetramerization domain containing 13	253980	ENSG00000174943	Q8WZ19
KCTD13-DT	KCTD13 divergent transcript	107984836	ENSG00000247735	
KCTD14	potassium channel tetramerization domain containing 14	65987	ENSG00000151364	Q9BQ13
KCTD14-AS2	KCTD14 antisense RNA 2		ENSG00000254829	
KCTD15	potassium channel tetramerization domain containing 15	79047	ENSG00000153885	Q96SI1
KCTD16	potassium channel tetramerization domain containing 16	57528	ENSG00000183775	Q68DU8
KCTD17	potassium channel tetramerization domain containing 17	79734	ENSG00000100379	Q8N5Z5
KCTD18	potassium channel tetramerization domain containing 18	130535	ENSG00000155729	Q6PI47
KCTD19	potassium channel tetramerization domain containing 19	146212	ENSG00000168676	Q17RG1
KCTD20	potassium channel tetramerization domain containing 20	222658	ENSG00000112078	Q7Z5Y7
KCTD21	potassium channel tetramerization domain containing 21	283219	ENSG00000188997	Q4G0X4
KCTD21-AS1	KCTD21 antisense RNA 1	100289388	ENSG00000246174	
KDELR1	KDEL endoplasmic reticulum protein retention receptor 1	10945	ENSG00000105438	P24390
KDELR2	KDEL endoplasmic reticulum protein retention receptor 2	11014	ENSG00000136240	P33947
KDELR3	KDEL endoplasmic reticulum protein retention receptor 3	11015	ENSG00000100196	O43731
KDF1	keratinocyte differentiation factor 1	126695	ENSG00000175707	Q8NAX2
KDM1A	lysine demethylase 1A	23028	ENSG00000004487	O60341
KDM1B	lysine demethylase 1B	221656	ENSG00000165097	Q8NB78
KDM2A	lysine demethylase 2A	22992	ENSG00000173120	Q9Y2K7
KDM2B	lysine demethylase 2B	84678	ENSG00000089094	Q8NHM5
KDM2B-DT	KDM2B divergent transcript	101928346	ENSG00000256742	
KDM3A	lysine demethylase 3A	55818	ENSG00000115548	Q9Y4C1
KDM3AP1	KDM3A pseudogene 1	100420666	ENSG00000233996	
KDM3B	lysine demethylase 3B	51780	ENSG00000120733	Q7LBC6
KDM4A	lysine demethylase 4A	9682	ENSG00000066135	O75164
KDM4A-AS1	KDM4A antisense RNA 1	100132774	ENSG00000236200	
KDM4B	lysine demethylase 4B	23030	ENSG00000127663	O94953
KDM4C	lysine demethylase 4C	23081	ENSG00000107077	Q9H3R0
KDM4D	lysine demethylase 4D	55693	ENSG00000186280	Q6B0I6
KDM4E	lysine demethylase 4E	390245	ENSG00000235268	B2RXH2
KDM4F	lysine demethylase 4F	100129053	ENSG00000255855	A0A1W2PPD8
KDM5A	lysine demethylase 5A	5927	ENSG00000073614	P29375
KDM5B	lysine demethylase 5B	10765	ENSG00000117139	Q9UGL1
KDM5C	lysine demethylase 5C	8242	ENSG00000126012	P41229
KDM5C-IT1	KDM5C intronic transcript 1	100874299	ENSG00000235262	
KDM5D	lysine demethylase 5D	8284	ENSG00000012817	Q9BY66
KDM5D-DT	KDM5D divergent transcript	105377224	ENSG00000288049	
KDM5DP1	lysine demethylase 5D pseudogene 1	359796	ENSG00000277438	
KDM6A	lysine demethylase 6A	7403	ENSG00000147050	O15550
KDM6B	lysine demethylase 6B	23135	ENSG00000132510	O15054
KDM7A	lysine demethylase 7A	80853	ENSG00000006459	Q6ZMT4
KDM7A-DT	KDM7A divergent transcript	100134229	ENSG00000260231	
KDM8	lysine demethylase 8	79831	ENSG00000155666	Q8N371
KDNBY	KDM5D neighbour, Y-linked		ENSG00000260197	
KDR	kinase insert domain receptor	3791	ENSG00000128052	P35968
KDSR	3-ketodihydrosphingosine reductase	2531	ENSG00000119537	Q06136
KDSR-DT	KDSR divergent transcript	118827811	ENSG00000267390	
KEAP1	kelch like ECH associated protein 1	9817	ENSG00000079999	Q14145
KEL	Kell metallo-endopeptidase (Kell blood group)	3792	ENSG00000197993	P23276
KERA	keratocan	11081	ENSG00000139330	O60938
KGD4	alpha-ketoglutarate dehydrogenase subunit 4	92259	ENSG00000134056	P82909
KHDC1	KH domain containing 1	80759	ENSG00000135314	Q4VXA5
KHDC1-AS1	KHDC1 antisense RNA 1	122539212	ENSG00000229852	
KHDC1L	KH domain containing 1 like	100129128	ENSG00000256980	Q5JSQ8
KHDC1P1	KH domain containing 1 pseudogene 1	653194	ENSG00000251360	
KHDC3L	KH domain containing 3 like, subcortical maternal complex member	154288	ENSG00000203908	Q587J8
KHDC4	KH domain containing 4, pre-mRNA splicing factor	22889	ENSG00000132680	Q7Z7F0
KHDRBS1	KH RNA binding domain containing, signal transduction associated 1	10657	ENSG00000121774	Q07666
KHDRBS2	KH RNA binding domain containing, signal transduction associated 2	202559	ENSG00000112232	Q5VWX1
KHDRBS3	KH RNA binding domain containing, signal transduction associated 3	10656	ENSG00000131773	O75525
KHK	ketohexokinase	3795	ENSG00000138030	P50053
KHNYN	KH and NYN domain containing	23351	ENSG00000100441	O15037
KHSRP	KH-type splicing regulatory protein	8570	ENSG00000088247	Q92945
KHSRPP1	KH-type splicing regulatory protein pseudogene 1	402359	ENSG00000229835	
KIAA0040	KIAA0040	9674	ENSG00000235750	Q15053
KIAA0087	KIAA0087 lncRNA	9808	ENSG00000122548	Q14695
KIAA0232	KIAA0232	9778	ENSG00000170871	Q92628
KIAA0319	KIAA0319	9856	ENSG00000137261	Q5VV43
KIAA0319L	KIAA0319 like	79932	ENSG00000142687	Q8IZA0
KIAA0408	KIAA0408	9729	ENSG00000189367	Q6ZU52
KIAA0513	KIAA0513	9764	ENSG00000135709	O60268
KIAA0586	KIAA0586	9786	ENSG00000100578	Q9BVV6
KIAA0753	KIAA0753	9851	ENSG00000198920	Q2KHM9
KIAA0825	KIAA0825	285600	ENSG00000185261	Q8IV33
KIAA0895LP1	KIAA00895L pseudogene 1	100128238	ENSG00000264714	
KIAA0930	KIAA0930	23313	ENSG00000100364	Q6ICG6
KIAA1143	KIAA1143	57456	ENSG00000163807	Q96AT1
KIAA1143P1	KIAA1143 pseudogene 1	644295	ENSG00000259086	
KIAA1143P2	KIAA1143 pseudogene 2	107986034	ENSG00000232766	
KIAA1191	KIAA1191	57179	ENSG00000122203	Q96A73
KIAA1191-AS1	KIAA1191 antisense RNA 1		ENSG00000250909	
KIAA1191P1	KIAA1191 pseudogene 1	100418710	ENSG00000213480	
KIAA1191P2	KIAA1191 pseudogene 2	100127938	ENSG00000254506	
KIAA1191P3	KIAA1191 pseudogene 3	100131918	ENSG00000213028	
KIAA1210	KIAA1210	57481	ENSG00000250423	Q9ULL0
KIAA1217	KIAA1217	56243	ENSG00000120549	Q5T5P2
KIAA1328	KIAA1328	57536	ENSG00000150477	Q86T90
KIAA1328P1	KIAA1328 pseudogene 1	100418712	ENSG00000241671	
KIAA1549	KIAA1549	57670	ENSG00000122778	Q9HCM3
KIAA1549L	KIAA1549 like	25758	ENSG00000110427	Q6ZVL6
